using M.Exp for Logarithm
(4,)
Epoch: 10 	 loss = -34.2276
Epoch: 20 	 loss = -26.4255
Epoch: 30 	 loss = -20.4222
Epoch: 40 	 loss = -12.4769
Epoch: 50 	 loss = -12.3452
Epoch: 60 	 loss = -15.5602
Epoch: 70 	 loss = -26.5159
Epoch: 80 	 loss = -14.2372
Epoch: 90 	 loss = -8.6895
Epoch: 100 	 loss = -16.3362
Epoch: 110 	 loss = -20.3792
Epoch: 120 	 loss = -25.0306
Epoch: 130 	 loss = -11.3733
Epoch: 140 	 loss = -10.2925
Epoch: 150 	 loss = -16.6280
Epoch: 160 	 loss = -34.4814
Epoch: 170 	 loss = -17.6699
Epoch: 180 	 loss = -25.8694
Epoch: 190 	 loss = -29.3516
Epoch: 200 	 loss = -27.8430
Epoch: 210 	 loss = -17.0062
Epoch: 220 	 loss = -23.7573
Epoch: 230 	 loss = -31.0118
Epoch: 240 	 loss = -21.8480
Epoch: 250 	 loss = -10.5054
Epoch: 260 	 loss = -13.2091
Epoch: 270 	 loss = -12.8563
Epoch: 280 	 loss = -18.2117
Epoch: 290 	 loss = -26.5871
Epoch: 300 	 loss = -13.5685
Epoch: 310 	 loss = -23.9340
Epoch: 320 	 loss = -33.7015
Epoch: 330 	 loss = -17.2246
Epoch: 340 	 loss = -19.5385
Epoch: 350 	 loss = -21.1302
Epoch: 360 	 loss = -26.1297
Epoch: 370 	 loss = -32.5597
Epoch: 380 	 loss = -14.6803
Epoch: 390 	 loss = -10.5957
Epoch: 400 	 loss = -14.7815
Epoch: 410 	 loss = -13.5327
Epoch: 420 	 loss = -9.1696
Epoch: 430 	 loss = -20.4469
Epoch: 440 	 loss = -15.8306
Epoch: 450 	 loss = -14.9420
Epoch: 460 	 loss = -10.2547
Epoch: 470 	 loss = -19.2494
Epoch: 480 	 loss = -15.4278
Epoch: 490 	 loss = -20.4298
Epoch: 500 	 loss = -25.1760
Epoch: 510 	 loss = -15.9798
Epoch: 520 	 loss = -11.3180
Epoch: 530 	 loss = -9.7548
Epoch: 540 	 loss = -25.7928
Epoch: 550 	 loss = -16.3400
Epoch: 560 	 loss = -25.1771
Epoch: 570 	 loss = -29.7624
Epoch: 580 	 loss = -32.2452
Epoch: 590 	 loss = -22.0174
Epoch: 600 	 loss = -16.0414
Epoch: 610 	 loss = -25.8200
Epoch: 620 	 loss = -16.0533
Epoch: 630 	 loss = -16.8206
Epoch: 640 	 loss = -19.5975
Epoch: 650 	 loss = -20.6554
Epoch: 660 	 loss = -25.3725
Epoch: 670 	 loss = -15.0054
Epoch: 680 	 loss = -14.9211
Epoch: 690 	 loss = -18.4797
Epoch: 700 	 loss = -12.9865
Epoch: 710 	 loss = -18.2026
Epoch: 720 	 loss = -13.9454
Epoch: 730 	 loss = -18.8570
Epoch: 740 	 loss = -19.4959
Epoch: 750 	 loss = -17.7914
Epoch: 760 	 loss = -31.2976
Epoch: 770 	 loss = -25.4481
Epoch: 780 	 loss = -17.3090
Epoch: 790 	 loss = -14.8036
Epoch: 800 	 loss = -23.9253
Epoch: 810 	 loss = -29.7823
Epoch: 820 	 loss = -15.0235
Epoch: 830 	 loss = -12.4392
Epoch: 840 	 loss = -31.8409
Epoch: 850 	 loss = -12.3685
Epoch: 860 	 loss = -27.3586
Epoch: 870 	 loss = -33.4903
Epoch: 880 	 loss = -22.5159
Epoch: 890 	 loss = -18.2505
Epoch: 900 	 loss = -18.1751
Epoch: 910 	 loss = -12.8165
Epoch: 920 	 loss = -24.7545
Epoch: 930 	 loss = -17.9868
Epoch: 940 	 loss = -21.1465
Epoch: 950 	 loss = -12.0713
Epoch: 960 	 loss = -16.9200
Epoch: 970 	 loss = -12.0976
Epoch: 980 	 loss = -15.7540
Epoch: 990 	 loss = -28.7185
Epoch: 1000 	 loss = -32.1516
Epoch: 1010 	 loss = -18.6157
Epoch: 1020 	 loss = -16.0443
Epoch: 1030 	 loss = -14.7449
Epoch: 1040 	 loss = -16.0223
Epoch: 1050 	 loss = -26.8912
Epoch: 1060 	 loss = -17.1569
Epoch: 1070 	 loss = -18.9833
Epoch: 1080 	 loss = -24.2831
Epoch: 1090 	 loss = -24.4676
Epoch: 1100 	 loss = -12.0504
Epoch: 1110 	 loss = -16.2716
Epoch: 1120 	 loss = -12.8006
Epoch: 1130 	 loss = -14.6925
Epoch: 1140 	 loss = -16.2936
