Epoch: 10 	 loss = 46021141512323072.0000
Epoch: 20 	 loss = 7158779011399680.0000
Epoch: 30 	 loss = 2184002002571231232.0000
Epoch: 40 	 loss = 57857357384735784960.0000
Epoch: 50 	 loss = 25403148206080.0000
Epoch: 60 	 loss = 2949868751043952640.0000
Epoch: 70 	 loss = 14248587677023600640.0000
Epoch: 80 	 loss = 1061871222784.0000
Epoch: 90 	 loss = 560533639180320768.0000
Epoch: 100 	 loss = 147650513783341711360.0000
Epoch: 110 	 loss = 88371297167343616.0000
Epoch: 120 	 loss = 67474490270941184.0000
Epoch: 130 	 loss = 4569980442874216448.0000
Epoch: 140 	 loss = 9133087967412224.0000
Epoch: 150 	 loss = 358588027502592.0000
Epoch: 160 	 loss = 6087301398528.0000
Epoch: 170 	 loss = 10793886958179319808.0000
Epoch: 180 	 loss = 1888685273978503168.0000
Epoch: 190 	 loss = 6625630879744.0000
Epoch: 200 	 loss = 891561726443520.0000
Epoch: 210 	 loss = 21073501850959872.0000
Epoch: 220 	 loss = 148303760441999360.0000
Epoch: 230 	 loss = 89499701143199023104.0000
Epoch: 240 	 loss = 758852276604370944.0000
Epoch: 250 	 loss = 1008551468204032.0000
Epoch: 260 	 loss = 357794934947840.0000
Epoch: 270 	 loss = 1065910140114305024.0000
Epoch: 280 	 loss = 10584259568785686528.0000
Epoch: 290 	 loss = 10075556263493632.0000
Epoch: 300 	 loss = 48312967233536.0000
Epoch: 310 	 loss = 159701413134336.0000
Epoch: 320 	 loss = 84607331796432977920.0000
Epoch: 330 	 loss = 87890475578556416.0000
Epoch: 340 	 loss = 29608986118891503616.0000
Epoch: 350 	 loss = 22009049597517758464.0000
Epoch: 360 	 loss = 1435341831536640.0000
Epoch: 370 	 loss = 78198074421280768.0000
Epoch: 380 	 loss = 758725165973504.0000
Epoch: 390 	 loss = 217805089669120.0000
Epoch: 400 	 loss = 293292981878784.0000
Epoch: 410 	 loss = 41310664785920.0000
Epoch: 420 	 loss = 443036139520.0000
Epoch: 430 	 loss = 158301172996767744.0000
Epoch: 440 	 loss = 92967247181512704.0000
Epoch: 450 	 loss = 5536390548815872.0000
Epoch: 460 	 loss = 31188091666432.0000
Epoch: 470 	 loss = 11570521498900758528.0000
Epoch: 480 	 loss = 12244351539216384.0000
Epoch: 490 	 loss = 322993600927367168.0000
Epoch: 500 	 loss = 85722597949440.0000
Epoch: 510 	 loss = 12138303427969024.0000
Epoch: 520 	 loss = 17088704276894580736.0000
Epoch: 530 	 loss = 11484813468003991552.0000
Epoch: 540 	 loss = 248354284867944448.0000
Epoch: 550 	 loss = 3500943978885283840.0000
Epoch: 560 	 loss = 44051881827237888.0000
Epoch: 570 	 loss = 3275774717755129856.0000
Epoch: 580 	 loss = 3774782331944960.0000
Epoch: 590 	 loss = 33684848681943040.0000
Epoch: 600 	 loss = 2307065573801984.0000
Epoch: 610 	 loss = 7221147618779332608.0000
Epoch: 620 	 loss = 2520476056289280.0000
Epoch: 630 	 loss = 139491569882365952.0000
Epoch: 640 	 loss = 2557257350905856.0000
Epoch: 650 	 loss = 70000283228307456.0000
Epoch: 660 	 loss = 837671317397307392.0000
Epoch: 670 	 loss = 29017207073669120.0000
Epoch: 680 	 loss = 124699475190912909312.0000
Epoch: 690 	 loss = 2716218117062656.0000
Epoch: 700 	 loss = 91016481625604096.0000
Epoch: 710 	 loss = 562856370110464.0000
Epoch: 720 	 loss = 479532662390784.0000
Epoch: 730 	 loss = 210931616342605824.0000
Epoch: 740 	 loss = 412051156559200256.0000
Epoch: 750 	 loss = 18772670106507935744.0000
Epoch: 760 	 loss = 34183208769683456.0000
Epoch: 770 	 loss = 6568936562636095488.0000
Epoch: 780 	 loss = 1392911581184000.0000
Epoch: 790 	 loss = 44765630762481352704.0000
Epoch: 800 	 loss = 1052913775235039232.0000
Epoch: 810 	 loss = 320555880569372672.0000
Epoch: 820 	 loss = 865885198082899968.0000
Epoch: 830 	 loss = 7616763265024.0000
Epoch: 840 	 loss = 1237331836904931328.0000
Epoch: 850 	 loss = 17725970221237272576.0000
Epoch: 860 	 loss = 45806620780789760.0000
Epoch: 870 	 loss = 73097414210224128.0000
Epoch: 880 	 loss = 7557575636890419200.0000
Epoch: 890 	 loss = 219023182659584.0000
Epoch: 900 	 loss = 4896575176310784.0000
Epoch: 910 	 loss = 73862528274268160.0000
Epoch: 920 	 loss = 144665528005296128.0000
Epoch: 930 	 loss = 8571927340316098560.0000
Epoch: 940 	 loss = 5513059053808386048.0000
Epoch: 950 	 loss = 9541519409152.0000
Epoch: 960 	 loss = 130775974412288.0000
Epoch: 970 	 loss = 1574447232319488.0000
Epoch: 980 	 loss = 43306381737984.0000
Epoch: 990 	 loss = 577378896052224.0000
Epoch: 1000 	 loss = 78893935126974038016.0000
Epoch: 1010 	 loss = 30721418723328.0000
Epoch: 1020 	 loss = 14851441785044992.0000
Epoch: 1030 	 loss = 15349222211584.0000
Epoch: 1040 	 loss = 4429277298688.0000
Epoch: 1050 	 loss = 874210356531036160.0000
Epoch: 1060 	 loss = 4274744710922240.0000
Epoch: 1070 	 loss = 2236236089155125248.0000
Epoch: 1080 	 loss = 18131334869630844928.0000
Epoch: 1090 	 loss = 17052866794898849792.0000
Epoch: 1100 	 loss = 2577245323395072.0000
Epoch: 1110 	 loss = 31527425002151346176.0000
Epoch: 1120 	 loss = 158226492105424896.0000
Epoch: 1130 	 loss = 7278746085156192256.0000
Epoch: 1140 	 loss = 8940409585664.0000
Epoch: 1150 	 loss = 375359766345547776.0000
Epoch: 1160 	 loss = 546192622157819805696.0000
Epoch: 1170 	 loss = 18771627013570560.0000
Epoch: 1180 	 loss = 1045719980965888.0000
Epoch: 1190 	 loss = 25784256340951040.0000
Epoch: 1200 	 loss = 4079427583475712.0000
Epoch: 1210 	 loss = 31996485042176.0000
Epoch: 1220 	 loss = 556553002287104.0000
Epoch: 1230 	 loss = 4669209271336960.0000
Epoch: 1240 	 loss = 766113863711064064.0000
Epoch: 1250 	 loss = 2212205850213220352.0000
Epoch: 1260 	 loss = 448264208384.0000
Epoch: 1270 	 loss = 152232609744842391552.0000
Epoch: 1280 	 loss = 519605177024512.0000
Epoch: 1290 	 loss = 25133478601293824.0000
Epoch: 1300 	 loss = 22972984844519211008.0000
Epoch: 1310 	 loss = 13996215012163584.0000
Epoch: 1320 	 loss = 17701303777379745792.0000
Epoch: 1330 	 loss = 5434753484945620992.0000
Epoch: 1340 	 loss = 33872923152351232.0000
Epoch: 1350 	 loss = 686456032985088.0000
Epoch: 1360 	 loss = 16263708636348416.0000
Epoch: 1370 	 loss = 15228908945813798912.0000
Epoch: 1380 	 loss = 1633952619078615040.0000
Epoch: 1390 	 loss = 10531843650466349056.0000
Epoch: 1400 	 loss = 134450880970752.0000
Epoch: 1410 	 loss = 9839849514851106816.0000
Epoch: 1420 	 loss = 63082453794816.0000
Epoch: 1430 	 loss = 25679910110494720.0000
Epoch: 1440 	 loss = 1823548418442657792.0000
Epoch: 1450 	 loss = 37880911471050752.0000
Epoch: 1460 	 loss = 77106723231367168.0000
Epoch: 1470 	 loss = 8928213732425728.0000
Epoch: 1480 	 loss = 430753849347670016.0000
Epoch: 1490 	 loss = 112190780002449489920.0000
