Epoch: 10 	 loss = -88.6282
Epoch: 20 	 loss = -93.5414
Epoch: 30 	 loss = -90.4311
Epoch: 40 	 loss = -93.3268
Epoch: 50 	 loss = -96.4392
Epoch: 60 	 loss = -101.0245
Epoch: 70 	 loss = -103.1993
Epoch: 80 	 loss = -114.2617
Epoch: 90 	 loss = -116.6462
Epoch: 100 	 loss = -126.8801
Epoch: 110 	 loss = -135.9534
Epoch: 120 	 loss = -152.5923
Epoch: 130 	 loss = -170.5261
Epoch: 140 	 loss = -204.4182
Epoch: 150 	 loss = -229.6648
Epoch: 160 	 loss = -263.7957
Epoch: 170 	 loss = -292.3714
Epoch: 180 	 loss = -333.4049
Epoch: 190 	 loss = -332.5817
Epoch: 200 	 loss = -387.7738
Epoch: 210 	 loss = -448.2914
Epoch: 220 	 loss = -460.9300
Epoch: 230 	 loss = -490.9512
Epoch: 240 	 loss = -530.0155
Epoch: 250 	 loss = -559.8473
Epoch: 260 	 loss = -573.1190
Epoch: 270 	 loss = -609.5812
Epoch: 280 	 loss = -601.5208
Epoch: 290 	 loss = -639.1466
Epoch: 300 	 loss = -652.7950
Epoch: 310 	 loss = -692.1843
Epoch: 320 	 loss = -711.6340
Epoch: 330 	 loss = -761.7776
Epoch: 340 	 loss = -726.4435
Epoch: 350 	 loss = -802.6860
Epoch: 360 	 loss = -803.3458
Epoch: 370 	 loss = -845.6417
Epoch: 380 	 loss = -808.4808
Epoch: 390 	 loss = -807.4982
Epoch: 400 	 loss = -863.2881
Epoch: 410 	 loss = -888.9152
Epoch: 420 	 loss = -848.8832
Epoch: 430 	 loss = -859.7712
Epoch: 440 	 loss = -922.9852
Epoch: 450 	 loss = -938.5140
Epoch: 460 	 loss = -917.2250
Epoch: 470 	 loss = -887.0735
Epoch: 480 	 loss = -910.7734
Epoch: 490 	 loss = -918.9875
Epoch: 500 	 loss = -978.1735
Epoch: 510 	 loss = -925.5864
Epoch: 520 	 loss = -908.1873
Epoch: 530 	 loss = -988.8932
Epoch: 540 	 loss = -1009.5620
Epoch: 550 	 loss = -1040.5632
Epoch: 560 	 loss = -1052.4557
Epoch: 570 	 loss = -1070.8881
Epoch: 580 	 loss = -1049.2134
Epoch: 590 	 loss = -1057.8848
Epoch: 600 	 loss = -1118.1151
Epoch: 610 	 loss = -1084.1613
Epoch: 620 	 loss = -1074.7679
Epoch: 630 	 loss = -1076.6221
Epoch: 640 	 loss = -1176.9980
Epoch: 650 	 loss = -1088.1393
Epoch: 660 	 loss = -1050.9150
Epoch: 670 	 loss = -1114.5670
Epoch: 680 	 loss = -1071.4111
Epoch: 690 	 loss = -1190.4749
Epoch: 700 	 loss = -1140.4596
Epoch: 710 	 loss = -1137.5986
Epoch: 720 	 loss = -1154.1250
Epoch: 730 	 loss = -1205.5265
Epoch: 740 	 loss = -1179.9106
Epoch: 750 	 loss = -1197.6783
Epoch: 760 	 loss = -1195.3479
Epoch: 770 	 loss = -1292.3763
Epoch: 780 	 loss = -1240.1721
Epoch: 790 	 loss = -1243.0688
Epoch: 800 	 loss = -1238.1260
Epoch: 810 	 loss = -1311.0586
Epoch: 820 	 loss = -1348.7915
Epoch: 830 	 loss = -1238.1292
Epoch: 840 	 loss = -1203.6377
Epoch: 850 	 loss = -1246.1697
Epoch: 860 	 loss = -1234.1807
Epoch: 870 	 loss = -1227.8303
Epoch: 880 	 loss = -1318.6373
Epoch: 890 	 loss = -1277.7500
Epoch: 900 	 loss = -1254.8069
Epoch: 910 	 loss = -1221.0222
Epoch: 920 	 loss = -1291.2886
Epoch: 930 	 loss = -1338.7460
Epoch: 940 	 loss = -1268.3950
Epoch: 950 	 loss = -1316.3501
Epoch: 960 	 loss = -1368.9578
Epoch: 970 	 loss = -1395.5409
Epoch: 980 	 loss = -1336.0194
Epoch: 990 	 loss = -1320.5488
Epoch: 1000 	 loss = -1348.4370
Epoch: 1010 	 loss = -1401.8569
Epoch: 1020 	 loss = -1355.3173
Epoch: 1030 	 loss = -1404.4072
Epoch: 1040 	 loss = -1366.9956
Epoch: 1050 	 loss = -1377.6667
Epoch: 1060 	 loss = -1371.0112
Epoch: 1070 	 loss = -1341.4058
Epoch: 1080 	 loss = -1437.2368
Epoch: 1090 	 loss = -1370.2657
Epoch: 1100 	 loss = -1361.5964
Epoch: 1110 	 loss = -1440.7463
Epoch: 1120 	 loss = -1411.6641
Epoch: 1130 	 loss = -1435.1530
Epoch: 1140 	 loss = -1474.9393
Epoch: 1150 	 loss = -1478.4585
Epoch: 1160 	 loss = -1368.2939
Epoch: 1170 	 loss = -1511.5181
Epoch: 1180 	 loss = -1390.2278
Epoch: 1190 	 loss = -1359.6787
Epoch: 1200 	 loss = -1585.7888
Epoch: 1210 	 loss = -1494.7640
Epoch: 1220 	 loss = -1440.0334
Epoch: 1230 	 loss = -1616.2764
Epoch: 1240 	 loss = -1472.7699
