using M.Exp for Logarithm
(4,)
Epoch: 10 	 loss = 739.6252
Epoch: 20 	 loss = 744.3243
Epoch: 30 	 loss = 740.6062
Epoch: 40 	 loss = 747.2060
Epoch: 50 	 loss = 741.5304
Epoch: 60 	 loss = 743.5950
Epoch: 70 	 loss = 742.1300
Epoch: 80 	 loss = 740.3539
Epoch: 90 	 loss = 741.7915
Epoch: 100 	 loss = 745.1677
Epoch: 110 	 loss = 743.0966
Epoch: 120 	 loss = 746.8893
Epoch: 130 	 loss = 739.9673
Epoch: 140 	 loss = 739.3436
Epoch: 150 	 loss = 742.4882
Epoch: 160 	 loss = 742.9072
Epoch: 170 	 loss = 744.2042
Epoch: 180 	 loss = 740.5048
Epoch: 190 	 loss = 741.8801
Epoch: 200 	 loss = 743.2601
Epoch: 210 	 loss = 741.3380
Epoch: 220 	 loss = 742.7460
Epoch: 230 	 loss = 740.4420
Epoch: 240 	 loss = 742.7666
Epoch: 250 	 loss = 742.4355
Epoch: 260 	 loss = 743.7132
Epoch: 270 	 loss = 738.4715
Epoch: 280 	 loss = 744.9346
Epoch: 290 	 loss = 740.7544
Epoch: 300 	 loss = 742.2407
Epoch: 310 	 loss = 741.1758
Epoch: 320 	 loss = 745.0226
Epoch: 330 	 loss = 741.2894
Epoch: 340 	 loss = 740.4651
Epoch: 350 	 loss = 740.5294
Epoch: 360 	 loss = 743.1888
Epoch: 370 	 loss = 741.1423
Epoch: 380 	 loss = 744.1684
Epoch: 390 	 loss = 744.9537
Epoch: 400 	 loss = 741.6950
Epoch: 410 	 loss = 742.3037
Epoch: 420 	 loss = 741.9005
Epoch: 430 	 loss = 736.5438
Epoch: 440 	 loss = 745.4633
Epoch: 450 	 loss = 743.4084
Epoch: 460 	 loss = 740.7891
Epoch: 470 	 loss = 741.0307
Epoch: 480 	 loss = 743.5009
Epoch: 490 	 loss = 735.1135
Epoch: 500 	 loss = 745.2447
Epoch: 510 	 loss = 741.9344
Epoch: 520 	 loss = 744.0333
Epoch: 530 	 loss = 743.6190
Epoch: 540 	 loss = 738.1790
Epoch: 550 	 loss = 742.9064
Epoch: 560 	 loss = 742.0455
Epoch: 570 	 loss = 739.9438
Epoch: 580 	 loss = 743.2238
Epoch: 590 	 loss = 746.5195
Epoch: 600 	 loss = 739.0479
Epoch: 610 	 loss = 742.1348
Epoch: 620 	 loss = 744.5317
Epoch: 630 	 loss = 746.4407
Epoch: 640 	 loss = 742.5868
Epoch: 650 	 loss = 741.0798
Epoch: 660 	 loss = 739.8893
Epoch: 670 	 loss = 742.7675
Epoch: 680 	 loss = 742.1382
Epoch: 690 	 loss = 741.2974
Epoch: 700 	 loss = 741.3381
Epoch: 710 	 loss = 743.5009
Epoch: 720 	 loss = 744.3765
Epoch: 730 	 loss = 741.6515
Epoch: 740 	 loss = 747.4637
Epoch: 750 	 loss = 742.5220
Epoch: 760 	 loss = 739.5406
Epoch: 770 	 loss = 743.5520
Epoch: 780 	 loss = 744.8315
Epoch: 790 	 loss = 742.1654
Epoch: 800 	 loss = 745.4435
Epoch: 810 	 loss = 738.7491
Epoch: 820 	 loss = 738.1406
Epoch: 830 	 loss = 744.9609
Epoch: 840 	 loss = 743.4888
Epoch: 850 	 loss = 739.3918
Epoch: 860 	 loss = 740.5682
Epoch: 870 	 loss = 743.0906
Epoch: 880 	 loss = 744.0662
Epoch: 890 	 loss = 743.3018
Epoch: 900 	 loss = 742.9698
Epoch: 910 	 loss = 740.4443
Epoch: 920 	 loss = 744.3312
Epoch: 930 	 loss = 739.4310
Epoch: 940 	 loss = 741.5700
