Loaded dependency [python3/3.10.12]: gcc/11.4.0-binutils-2.40
Loaded dependency [python3/3.10.12]: sqlite3/3.42.0

Switching from python3/3.8.2 to python3/3.10.12
  Loading requirement: gcc/11.4.0-binutils-2.40 sqlite3/3.42.0
2024-05-02 00:11:06.992828: E tensorflow/compiler/xla/stream_executor/cuda/cuda_dnn.cc:9342] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2024-05-02 00:11:06.992867: E tensorflow/compiler/xla/stream_executor/cuda/cuda_fft.cc:609] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2024-05-02 00:11:06.992901: E tensorflow/compiler/xla/stream_executor/cuda/cuda_blas.cc:1518] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
using M.Exp for Logarithm
Epoch: 100 	 loss = -1001.9768
Epoch: 200 	 loss = -1002.4705
Epoch: 300 	 loss = -1000.7721
Epoch: 400 	 loss = -1000.0771
Epoch: 500 	 loss = -1003.6833
Epoch: 600 	 loss = -1000.3018
Epoch: 700 	 loss = -1003.0242
Epoch: 800 	 loss = -1003.6097
Epoch: 900 	 loss = -1003.8281
Epoch: 1000 	 loss = -1005.0696
Epoch: 1100 	 loss = -1002.8583
Epoch: 1200 	 loss = -1004.9005
Epoch: 1300 	 loss = -1004.3496
Epoch: 1400 	 loss = -1000.7091
Epoch: 1500 	 loss = -1006.5001
Epoch: 1600 	 loss = -1001.6833
Epoch: 1700 	 loss = -1007.5370
Epoch: 1800 	 loss = -1002.6571
Epoch: 1900 	 loss = -1000.7346
Epoch: 2000 	 loss = -1007.1870
Epoch: 2100 	 loss = -1003.0822
Epoch: 2200 	 loss = -1006.7291
Epoch: 2300 	 loss = -1003.6010
Epoch: 2400 	 loss = -1004.9473
Epoch: 2500 	 loss = -1005.9911
Epoch: 2600 	 loss = -1006.0140
Epoch: 2700 	 loss = -1006.1074
Epoch: 2800 	 loss = -1004.9349
Epoch: 2900 	 loss = -1002.2068
Epoch: 3000 	 loss = -1003.0947
Epoch: 3100 	 loss = -1008.9705
Epoch: 3200 	 loss = -1004.7733
Epoch: 3300 	 loss = -1006.1974
Epoch: 3400 	 loss = -1009.0264
Epoch: 3500 	 loss = -1012.4371
Epoch: 3600 	 loss = -1005.2839
Epoch: 3700 	 loss = -1007.4043
Epoch: 3800 	 loss = -1005.6946
Epoch: 3900 	 loss = -1006.8712
Epoch: 4000 	 loss = -1007.1888
Epoch: 4100 	 loss = -1001.5680
Epoch: 4200 	 loss = -1003.3016
Epoch: 4300 	 loss = -1009.5848
Epoch: 4400 	 loss = -1002.7484
Epoch: 4500 	 loss = -1005.5179
Epoch: 4600 	 loss = -1001.4716
Epoch: 4700 	 loss = -1005.6074
Epoch: 4800 	 loss = -1005.7563
Epoch: 4900 	 loss = -1007.2399
Epoch: 5000 	 loss = -1006.0687
Epoch: 5100 	 loss = -1011.4308
Epoch: 5200 	 loss = -1005.6869
Epoch: 5300 	 loss = -1006.0212
Epoch: 5400 	 loss = -1008.2060
Epoch: 5500 	 loss = -1006.6227
Epoch: 5600 	 loss = -1008.8957
Epoch: 5700 	 loss = -1005.1025
Epoch: 5800 	 loss = -1002.6771
Epoch: 5900 	 loss = -1004.6460
Epoch: 6000 	 loss = -1007.3606
Epoch: 6100 	 loss = -1007.0286
Epoch: 6200 	 loss = -1007.1993
Epoch: 6300 	 loss = -1007.7574
Epoch: 6400 	 loss = -1007.0529
Epoch: 6500 	 loss = -1009.5573
Epoch: 6600 	 loss = -1010.7468
Epoch: 6700 	 loss = -1004.6866
Epoch: 6800 	 loss = -1003.8796
Epoch: 6900 	 loss = -1004.6221
Epoch: 7000 	 loss = -1000.3995
Epoch: 7100 	 loss = -1004.1384
Epoch: 7200 	 loss = -1004.8741
Epoch: 7300 	 loss = -1005.2319
Epoch: 7400 	 loss = -1004.6317
Epoch: 7500 	 loss = -1006.2894
Epoch: 7600 	 loss = -1007.4910
Epoch: 7700 	 loss = -1005.1310
