Loaded dependency [python3/3.10.12]: gcc/11.4.0-binutils-2.40
Loaded dependency [python3/3.10.12]: sqlite3/3.42.0

Switching from python3/3.8.2 to python3/3.10.12
  Loading requirement: gcc/11.4.0-binutils-2.40 sqlite3/3.42.0
2024-05-02 08:12:32.021495: E tensorflow/compiler/xla/stream_executor/cuda/cuda_dnn.cc:9342] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2024-05-02 08:12:32.021804: E tensorflow/compiler/xla/stream_executor/cuda/cuda_fft.cc:609] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2024-05-02 08:12:32.044425: E tensorflow/compiler/xla/stream_executor/cuda/cuda_blas.cc:1518] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
using M.Exp for Logarithm
Epoch: 100 	 loss = -1000.3229
Epoch: 200 	 loss = -1002.7345
Epoch: 300 	 loss = -1002.1105
Epoch: 400 	 loss = -1003.9803
Epoch: 500 	 loss = -1003.2576
Epoch: 600 	 loss = -1002.1277
Epoch: 700 	 loss = -1003.0006
Epoch: 800 	 loss = -1001.6639
Epoch: 900 	 loss = -1005.4200
Epoch: 1000 	 loss = -1003.2283
Epoch: 1100 	 loss = -1005.0181
Epoch: 1200 	 loss = -1003.4645
Epoch: 1300 	 loss = -1003.1875
Epoch: 1400 	 loss = -1007.6703
Epoch: 1500 	 loss = -1004.4543
Epoch: 1600 	 loss = -1003.0937
Epoch: 1700 	 loss = -1005.4908
Epoch: 1800 	 loss = -1001.7670
Epoch: 1900 	 loss = -1001.8485
Epoch: 2000 	 loss = -1001.5027
Epoch: 2100 	 loss = -1009.5476
Epoch: 2200 	 loss = -1006.2863
Epoch: 2300 	 loss = -1003.1244
Epoch: 2400 	 loss = -1008.5535
Epoch: 2500 	 loss = -1005.6900
Epoch: 2600 	 loss = -1001.5960
Epoch: 2700 	 loss = -1004.4595
Epoch: 2800 	 loss = -1012.2444
Epoch: 2900 	 loss = -1003.2689
Epoch: 3000 	 loss = -1002.2716
Epoch: 3100 	 loss = -1009.0708
