using M.Exp for Logarithm
Epoch: 10 	 loss = -70854.4219
Epoch: 20 	 loss = -832130.5000
Epoch: 30 	 loss = -20314.0391
Epoch: 40 	 loss = -939928.8125
Epoch: 50 	 loss = -162115.0781
Epoch: 60 	 loss = -29731.1367
Epoch: 70 	 loss = -127722.8594
Epoch: 80 	 loss = -95650.1562
Epoch: 90 	 loss = -964143.2500
Epoch: 100 	 loss = -38690.4609
Epoch: 110 	 loss = -1076033.0000
Epoch: 120 	 loss = -195574.0312
Epoch: 130 	 loss = -64682.3438
Epoch: 140 	 loss = -1047072.7500
Epoch: 150 	 loss = -38308.9805
Epoch: 160 	 loss = -53580.4141
Epoch: 170 	 loss = -226881.6719
Epoch: 180 	 loss = -170386.5469
Epoch: 190 	 loss = -351988.8125
Epoch: 200 	 loss = -59491.1367
Epoch: 210 	 loss = -75764.1094
Epoch: 220 	 loss = -909853.8125
Epoch: 230 	 loss = -56168.8008
Epoch: 240 	 loss = -50699.9727
Epoch: 250 	 loss = -178451.5938
Epoch: 260 	 loss = -20344.5684
Epoch: 270 	 loss = -120578.4844
Epoch: 280 	 loss = -886733.5000
Epoch: 290 	 loss = -173627.0000
Epoch: 300 	 loss = -327741.9062
Epoch: 310 	 loss = -136168.1875
Epoch: 320 	 loss = -157753.6719
Epoch: 330 	 loss = -103866.4688
Epoch: 340 	 loss = -878097.2500
Epoch: 350 	 loss = -391380.4375
Epoch: 360 	 loss = -885121.7500
Epoch: 370 	 loss = -318989.0938
Epoch: 380 	 loss = -47757.5625
Epoch: 390 	 loss = -257443.9531
Epoch: 400 	 loss = -326825.5625
Epoch: 410 	 loss = -14893.8555
Epoch: 420 	 loss = -24107.6230
Epoch: 430 	 loss = -264468.3438
Epoch: 440 	 loss = -43657.1914
Epoch: 450 	 loss = -77864.5547
Epoch: 460 	 loss = -38959.4453
Epoch: 470 	 loss = -298249.5312
Epoch: 480 	 loss = -877587.4375
Epoch: 490 	 loss = -18474.1660
Epoch: 500 	 loss = -256564.6562
Epoch: 510 	 loss = -216900.0156
Epoch: 520 	 loss = -118437.4375
Epoch: 530 	 loss = -806575.3125
Epoch: 540 	 loss = -281559.1250
Epoch: 550 	 loss = -172327.4688
Epoch: 560 	 loss = -252696.9219
Epoch: 570 	 loss = -52406.6953
Epoch: 580 	 loss = -102398.2344
Epoch: 590 	 loss = -243304.4219
Epoch: 600 	 loss = -878228.3750
Epoch: 610 	 loss = -51841.4102
Epoch: 620 	 loss = -74734.6797
Epoch: 630 	 loss = -62885.5742
Epoch: 640 	 loss = -262616.5625
Epoch: 650 	 loss = -38643.2617
Epoch: 660 	 loss = -327389.3438
Epoch: 670 	 loss = -25791.7793
Epoch: 680 	 loss = -102241.4766
Epoch: 690 	 loss = -316663.1875
Epoch: 700 	 loss = -355034.5625
Epoch: 710 	 loss = -155399.5469
Epoch: 720 	 loss = -161765.9688
Epoch: 730 	 loss = -43170.8906
Epoch: 740 	 loss = -311739.6562
Epoch: 750 	 loss = -845980.5625
Epoch: 760 	 loss = -1067649.0000
Epoch: 770 	 loss = -935797.8125
Epoch: 780 	 loss = -126451.0625
Epoch: 790 	 loss = -100368.8906
Epoch: 800 	 loss = -34241.7734
Epoch: 810 	 loss = -116560.3750
Epoch: 820 	 loss = -924865.2500
Epoch: 830 	 loss = -1073086.8750
Epoch: 840 	 loss = -122872.0469
Epoch: 850 	 loss = -868274.0000
Epoch: 860 	 loss = -230487.7969
Epoch: 870 	 loss = -874214.6250
Epoch: 880 	 loss = -17613.1133
Epoch: 890 	 loss = -37942.9805
Epoch: 900 	 loss = -47607.5469
Epoch: 910 	 loss = -266839.1562
Epoch: 920 	 loss = -30619.5078
Epoch: 930 	 loss = -46250.0469
Epoch: 940 	 loss = -329408.4375
Epoch: 950 	 loss = -67536.6484
Epoch: 960 	 loss = -324127.7812
Epoch: 970 	 loss = -90522.5781
Epoch: 980 	 loss = -97943.4531
Epoch: 990 	 loss = -94639.9141
Epoch: 1000 	 loss = -67041.1953
Epoch: 1010 	 loss = -140387.6250
Epoch: 1020 	 loss = -30675.5527
Epoch: 1030 	 loss = -11921.0596
Epoch: 1040 	 loss = -97134.4297
Epoch: 1050 	 loss = -46961.7500
Epoch: 1060 	 loss = -97314.3750
Epoch: 1070 	 loss = -293184.3750
Epoch: 1080 	 loss = -36254.2578
Epoch: 1090 	 loss = -1113959.5000
Epoch: 1100 	 loss = -54799.1484
Epoch: 1110 	 loss = -1049731.3750
Epoch: 1120 	 loss = -288752.6250
Epoch: 1130 	 loss = -299684.0312
Epoch: 1140 	 loss = -335464.3438
Epoch: 1150 	 loss = -127797.3359
Epoch: 1160 	 loss = -28917.3750
