using M.Exp for Logarithm
(3,)
Epoch: 10 	 loss = -474.0418
Epoch: 20 	 loss = -624.5903
Epoch: 30 	 loss = -802.6122
Epoch: 40 	 loss = -877.7684
Epoch: 50 	 loss = -661.5743
Epoch: 60 	 loss = -464.7591
Epoch: 70 	 loss = -12814.8955
Epoch: 80 	 loss = -431.3064
Epoch: 90 	 loss = -10770.3311
Epoch: 100 	 loss = -1596.8793
Epoch: 110 	 loss = -528.4874
Epoch: 120 	 loss = -662.8532
Epoch: 130 	 loss = -1577.3047
Epoch: 140 	 loss = -784.1000
Epoch: 150 	 loss = -2528.9226
Epoch: 160 	 loss = -1521.4293
Epoch: 170 	 loss = -2066.7793
Epoch: 180 	 loss = -4298.4912
Epoch: 190 	 loss = -463.1895
Epoch: 200 	 loss = -1759.3716
Epoch: 210 	 loss = -510.4650
Epoch: 220 	 loss = -5061.2339
Epoch: 230 	 loss = -10429.2471
Epoch: 240 	 loss = -15184.7031
Epoch: 250 	 loss = -2226.9282
Epoch: 260 	 loss = -2665.8411
Epoch: 270 	 loss = -1672.3982
Epoch: 280 	 loss = -1831.0527
Epoch: 290 	 loss = -1227.2032
Epoch: 300 	 loss = -2528.1765
Epoch: 310 	 loss = -12406.7295
Epoch: 320 	 loss = -1202.5061
Epoch: 330 	 loss = -1766.8665
Epoch: 340 	 loss = -11061.5791
Epoch: 350 	 loss = -1976.8828
Epoch: 360 	 loss = -1595.4155
Epoch: 370 	 loss = -975.4473
Epoch: 380 	 loss = -5535.3022
Epoch: 390 	 loss = -3225.4255
Epoch: 400 	 loss = -2027.0774
Epoch: 410 	 loss = -1193.6234
Epoch: 420 	 loss = -778.1716
Epoch: 430 	 loss = -9829.1299
Epoch: 440 	 loss = -4772.9702
Epoch: 450 	 loss = -2823.4109
Epoch: 460 	 loss = -451.5153
Epoch: 470 	 loss = -1387.9052
Epoch: 480 	 loss = -2516.5833
Epoch: 490 	 loss = -2072.5085
Epoch: 500 	 loss = -9980.0254
Epoch: 510 	 loss = -3255.8550
Epoch: 520 	 loss = -561.7884
Epoch: 530 	 loss = -1341.1766
Epoch: 540 	 loss = -3737.0781
Epoch: 550 	 loss = -1314.8632
Epoch: 560 	 loss = -1134.4761
Epoch: 570 	 loss = -10338.6318
Epoch: 580 	 loss = -1967.0513
Epoch: 590 	 loss = -1024.3300
Epoch: 600 	 loss = -691.0609
Epoch: 610 	 loss = -1419.6224
Epoch: 620 	 loss = -571.0921
Epoch: 630 	 loss = -3107.0864
Epoch: 640 	 loss = -964.0984
Epoch: 650 	 loss = -1595.4521
Epoch: 660 	 loss = -11629.6914
Epoch: 670 	 loss = -11552.4580
Epoch: 680 	 loss = -9347.7090
Epoch: 690 	 loss = -4408.9302
Epoch: 700 	 loss = -891.3386
Epoch: 710 	 loss = -3031.0803
Epoch: 720 	 loss = -784.7359
Epoch: 730 	 loss = -11231.9590
Epoch: 740 	 loss = -3608.0857
Epoch: 750 	 loss = -1312.8195
Epoch: 760 	 loss = -9828.4971
Epoch: 770 	 loss = -5056.2871
Epoch: 780 	 loss = -429.7171
Epoch: 790 	 loss = -3639.5754
Epoch: 800 	 loss = -11089.0762
Epoch: 810 	 loss = -4370.9956
Epoch: 820 	 loss = -964.3041
Epoch: 830 	 loss = -1022.3615
Epoch: 840 	 loss = -10228.8828
Epoch: 850 	 loss = -5528.5664
Epoch: 860 	 loss = -1179.7275
Epoch: 870 	 loss = -431.5127
Epoch: 880 	 loss = -11496.1006
Epoch: 890 	 loss = -12594.6787
Epoch: 900 	 loss = -747.7875
Epoch: 910 	 loss = -1903.2671
Epoch: 920 	 loss = -670.5277
Epoch: 930 	 loss = -1497.2571
Epoch: 940 	 loss = -13528.4062
Epoch: 950 	 loss = -14119.4727
Epoch: 960 	 loss = -2764.0835
Epoch: 970 	 loss = -384.6428
Epoch: 980 	 loss = -14408.2744
Epoch: 990 	 loss = -630.6279
Epoch: 1000 	 loss = -3530.9658
Epoch: 1010 	 loss = -10466.8105
Epoch: 1020 	 loss = -645.0088
Epoch: 1030 	 loss = -2055.9844
Epoch: 1040 	 loss = -11571.1113
Epoch: 1050 	 loss = -13052.7217
Epoch: 1060 	 loss = -5114.3472
Epoch: 1070 	 loss = -13077.4805
Epoch: 1080 	 loss = -2775.8936
Epoch: 1090 	 loss = -9929.4648
Epoch: 1100 	 loss = -1372.7527
Epoch: 1110 	 loss = -1205.7668
Epoch: 1120 	 loss = -850.8757
Epoch: 1130 	 loss = -1542.5746
Epoch: 1140 	 loss = -1958.8472
Epoch: 1150 	 loss = -943.0632
Epoch: 1160 	 loss = -1359.8927
Epoch: 1170 	 loss = -2288.2258
Epoch: 1180 	 loss = -14531.6562
Epoch: 1190 	 loss = -13241.5059
Epoch: 1200 	 loss = -1670.1105
Epoch: 1210 	 loss = -11064.9609
Epoch: 1220 	 loss = -12527.0781
Epoch: 1230 	 loss = -683.0208
Epoch: 1240 	 loss = -2996.5110
Epoch: 1250 	 loss = -1209.0812
Epoch: 1260 	 loss = -14063.0781
Epoch: 1270 	 loss = -1262.8949
Epoch: 1280 	 loss = -9177.5557
Epoch: 1290 	 loss = -1078.4067
Epoch: 1300 	 loss = -1860.9763
Epoch: 1310 	 loss = -1441.7935
Epoch: 1320 	 loss = -11966.3525
Epoch: 1330 	 loss = -1504.2902
Epoch: 1340 	 loss = -2578.5144
Epoch: 1350 	 loss = -3366.8972
Epoch: 1360 	 loss = -13604.7207
Epoch: 1370 	 loss = -2134.5684
Epoch: 1380 	 loss = -3026.7446
Epoch: 1390 	 loss = -12846.7354
Epoch: 1400 	 loss = -10753.8906
Epoch: 1410 	 loss = -947.7914
Epoch: 1420 	 loss = -9721.9365
Epoch: 1430 	 loss = -965.3136
Epoch: 1440 	 loss = -377.6859
Epoch: 1450 	 loss = -704.6210
Epoch: 1460 	 loss = -2727.5723
Epoch: 1470 	 loss = -662.3351
Epoch: 1480 	 loss = -987.7585
Epoch: 1490 	 loss = -2357.6758
Epoch: 1500 	 loss = -4345.2432
Epoch: 1510 	 loss = -11657.7305
Epoch: 1520 	 loss = -1354.3009
Epoch: 1530 	 loss = -10356.0986
Epoch: 1540 	 loss = -12573.6279
Epoch: 1550 	 loss = -3572.5181
Epoch: 1560 	 loss = -4892.1514
Epoch: 1570 	 loss = -857.6134
Epoch: 1580 	 loss = -10997.0342
Epoch: 1590 	 loss = -3381.6841
Epoch: 1600 	 loss = -997.4654
Epoch: 1610 	 loss = -1699.7046
Epoch: 1620 	 loss = -1429.9117
Epoch: 1630 	 loss = -1508.3524
Epoch: 1640 	 loss = -11724.2461
Epoch: 1650 	 loss = -11502.5146
Epoch: 1660 	 loss = -12113.4004
Epoch: 1670 	 loss = -1773.4069
Epoch: 1680 	 loss = -2757.0583
Epoch: 1690 	 loss = -1244.2104
Epoch: 1700 	 loss = -4353.6182
Epoch: 1710 	 loss = -13038.8652
Epoch: 1720 	 loss = -451.6474
Epoch: 1730 	 loss = -1080.8615
Epoch: 1740 	 loss = -15208.1406
Epoch: 1750 	 loss = -791.8647
Epoch: 1760 	 loss = -1697.2809
Epoch: 1770 	 loss = -752.0817
Epoch: 1780 	 loss = -365.7867
Epoch: 1790 	 loss = -18554.2148
Epoch: 1800 	 loss = -954.4448
Epoch: 1810 	 loss = -13836.4307
Epoch: 1820 	 loss = -4627.3252
Epoch: 1830 	 loss = -11096.5244
Epoch: 1840 	 loss = -15719.7012
Epoch: 1850 	 loss = -12242.5459
Epoch: 1860 	 loss = -4063.1284
Epoch: 1870 	 loss = -1137.0236
Epoch: 1880 	 loss = -4279.9790
Epoch: 1890 	 loss = -1605.7019
Epoch: 1900 	 loss = -448.5420
Epoch: 1910 	 loss = -9069.9297
Epoch: 1920 	 loss = -15394.8066
Epoch: 1930 	 loss = -1499.1809
Epoch: 1940 	 loss = -1358.7422
